"expediente","producto","titular","registrosanitario","fechaexpedicion","fechavencimiento","estadoregistro","expedientecum","consecutivocum","cantidadcum","descripcioncomercial","estadocum","fechaactivo","fechainactivo","muestramedica","unidad","atc","descripcionatc","viaadministracion","concentracion","principioactivo","unidadmedida","cantidad","unidadreferencia","formafarmaceutica","nombrerol","tiporol","modalidad","ium"
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","27","60","CAJA POR 60 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","6","20","BLISTER DE PVC/ALUMINIO POR 10 TABLETAS. EN CAJA POR 20 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","24","60","CAJA X 60 CÁPSULAS EN BLISTER ALUMINIO / ALUMINIO","Activo","07/13/2018","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20006991","TREXIMA","PROCAPS S.A.","INVIMA 2020M-0010533-R1","2010 Mar 05 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","20006991","3","30","CAJA POR 30 CAPSULAS BLANDAS EN BLISTER PVDC/ALUMINIO POR 10 CAPSULAS C/U","Activo","07/17/2009",,"No","U","M01AE51","IBUPROFEN COMBINACIONES","ORAL","A","IBUPROFENO","mg","400","CAPSULA BLANDA","CAPSULA BLANDA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20098771","TRIMEBUTINA 200 MG + SIMETICONA 120 MG","COLMED LTDA","INVIMA 2021M-0016780-R1","2016 Feb 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20098771","12","5","MUESTRA MEDICA: CAJA POR 5SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO","Activo","11/06/2015",,"Si","U","A03AA05","TRIMEBUTINA","ORAL","A","TRIMEBUTINA MALEATO","mg","200","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","17","2","MUESTRA MÉDICA: CAJA POR 2 CÁPSULAS EN BLISTER ALUMINIO/PVC.","Activo","09/14/2011","04/01/2021","Si","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","30","20","CAJA CON UN FRASCO BLANCO PEAD Y TAPA DE PP Y LINNER DE ALUMINIO POR 20 TABLETAS.","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","13","1","MUESTRA MEDICA: CAJA POR 1 CAPSULAS EN BLISTER PVC / ALUMINIO EN SOBRE POUCH.","Activo","09/28/2015","04/01/2021","Si","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","6","21","CAJA XSIN DATO21 CÁPSULAS EN BLISTER ALUMINIO/PVC PORSIN DATO7 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","NOSCH LABS PVT. LTD.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","26","60","CAJA PLEGADIZA POR 60 TABLETAS QUE CONTIENE 20 BLÍSTER EN PVC -ALUMINIO POR 3 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20065686","GLUCO TOMA® 50","CULTIVOS LOPEZ URIBE S.A.S","INVIMA 2021M-0015861-R1","2015 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20065686","1","1","ENVASE PEAD X 4L CON TAPA AZUL EN POLIPROPILENO DE 38 MM","Activo","03/06/2014","04/01/2021","No","U","V04CA02","GLUCOSA","ORAL","B","DEXTROSAANHIDRA","g","50","100 ML","SOLUCION ORAL","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20090580","BIOZOLIDA® TABLETAS","BIOFLUIDOS & FARMA S.A.S.","INVIMA 2021M-0016647-R1","2015 Dec 03 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20090580","2","20","BLISTER EN PVC TRANSPARENTE / FOIL DE ALUMINIO X 20 TABLETAS RECUBIERTAS","Activo","06/17/2015","04/01/2021","No","U","J01XX08","LINEZOLID","ORAL","A","LINEZOLIDA","mg","600","TABLETA RECUBIERTA","TABLETA RECUBIERTA","QUIBI S.A. EN REESTRUCTURACION","FABRICANTE","FABRICAR Y VENDER",
"50888","RISPERDAL 1MG / ML","JANSSEN CILAG S.A.","INVIMA 2020M-013435-R2","1999 Aug 29 12:00:00 AM","2020 Jan 21 12:00:00 AM","En tramite renov","50888","5","30","FRASCO DE VIDRIO POR 30 ML CON GOTERO DOSIFICADOR. EN CAJA DE CARTO","Activo","12/13/2010",,"No","ml","N05AX08","RISPERIDONA","ORAL","B","RISPERIDONA","mg","100","CADA 100 ML DE SOLUCIÒN ORAL","SOLUCION ORAL","JANSSEN CILAG S.A. DE C.V.","FABRICANTE","IMPORTAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","6","2","CAJA POR 2 CAPSULAS EN BLISTER ALUMINIO / ALUMINIO EN SOBRE POUCH.","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","PROCAPS S.A.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"19990978","QUETIAPINA 100 MG TABLETA RECUBIERTA","COLOMBIANA DE SUMINISTROS MEDICOS HOSPITALARIOS LTDA - COLMED LTDA","INVIMA 2023M-0009016-R1","2008 Dec 18 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","19990978","2","20","CAJA POR 20 TABLETAS EN EMPAQUE INDIVIDUAL TIPO BLÍSTER PVC-PVDC BLANCO / FOIL ALUMINIO. POR 10 TABLETAS CADA UNO","Activo","09/19/2008",,"No","U","N05AH04","QUETIAPINA","ORAL","A","QUETIAPINA FUMARATO EQUIVALENTE A QUETIAPINA BASE","mg","100","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20084425","BIO-GLICOL ®","BIOFLUIDOS & FARMA S.A.S.","INVIMA 2021M-0016203-R1","2015 Aug 31 12:00:00 AM","2021 Jul 01 12:00:00 AM","En tramite renov","20084425","1","2","CAJA POR 2 SOBRES DE ALUMINIO/POLIETILENO POR 69 G.","Activo","04/09/2015","07/01/2021","No","U","A06AD65","MACROGOL COMBINACIONES","ORAL","A","BICARBONATO DE SODIO","g","1,685","SIN DATO","POLVO PARA RECONSTITUIR A SOLUCION ORAL","QUIBI S.A. EN REESTRUCTURACION","FABRICANTE","FABRICAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","4","15","CAJA POR 15 CAPSULAS EN BLISTER PVC / ALUMINIO EN SOBRE POUCH.","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","NOSCH LABS PRIVATE LIMITED","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19953705","GASTRIDE® TABLETAS","LABORATORIOS LEGRAND S.A.","INVIMA 2021M-0004666-R2","2005 Aug 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19953705","6","2","CAJA POR 2 TABLETAS EN BLISTER PVC/PVDC TRANSPARENTE / ALUMINIO. MUESTRA MEDICA","Activo","02/09/2016",,"Si","U","A03FA99","MOSAPRIDA","ORAL","A","MOSAPRIDA CITRATO DIHIDRATO EQUIVALENTE A MOSAPRIDA BASE 5 MG","mg","5","TABLETA","TABLETA","LABORATORIOS LEGRAND S.A.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","32","30","CAJA CON UN FRASCO BLANCO PEAD Y TAPA DE PP Y LINNER DE ALUMINIO POR 30 TABLETAS.","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","33","40","CAJA CON UN FRASCO BLANCO PEAD Y TAPA DE PP Y LINNER DE ALUMINIO POR 40 TABLETAS.","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20011136","MEZCLA HELIO-OXIGENO","MESSER COLOMBIA S.A.","INVIMA 2021M-0011004-R2","2010 Jun 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20011136","4","5,5","CILINDROS DE ACERO COLOR BLANCO MARRON CON VALVULAS EN BRONCE POR 5.5 METROS CUBICOS","Inactivo","02/22/2011",,"No","m3","V03AN01","OXIGENO","INHALACION","F","HELIO","%","79","CILINDRO","GAS","MESSER COLOMBIA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","33","36","CAJA PLEGADIZA POR 36 TABLETAS QUE CONTIENE 9 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","22","10","CAJA POR 10 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20098771","TRIMEBUTINA 200 MG + SIMETICONA 120 MG","COLMED LTDA","INVIMA 2021M-0016780-R1","2016 Feb 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20098771","10","150","CAJA POR 150SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO.","Activo","11/06/2015",,"No","U","A03AA05","TRIMEBUTINA","ORAL","A","TRIMEBUTINA MALEATO","mg","200","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20095777","DIFAZIN® 0.05 % CREMA TOPICA EXTERNA.","IVE PHARMA S.A.S.","INVIMA 2021M-0016469-R1","2015 Oct 26 12:00:00 AM","2021 Jan 01 12:00:00 AM","En tramite renov","20095777","2","1","TUBO LAMINADO X 20 GSIN DATOEN CAJA PLEGADIZA","Activo","08/28/2015",,"No","g","D07CD01","CLOBETASOL Y ANTIBIOTICOS","TOPICA (EXTERNA)","A","CLOBETASOL PROPIANATO","g","0,05","CADA 100GDE CREMA CONTIENEN0.05G DE CLOBETASOL PROPIONATO","CREMA TOPICA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19953705","GASTRIDE® TABLETAS","LABORATORIOS LEGRAND S.A.","INVIMA 2021M-0004666-R2","2005 Aug 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19953705","9","2","CAJA POR 2 TABLETAS EN BLISTER PVC/PVDC TRANSPARENTE / ALUMINIO. USO INSTITUCIONAL","Inactivo","02/09/2016",,"No","U","A03FA99","MOSAPRIDA","ORAL","A","MOSAPRIDA CITRATO DIHIDRATO EQUIVALENTE A MOSAPRIDA BASE 5 MG","mg","5","TABLETA","TABLETA","LABORATORIOS LEGRAND S.A.","FABRICANTE","FABRICAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","17","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 2.5M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXIGENOS DEL LLANO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","13","21","CAJA X 21 CÁPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","NOSCH LABS PVT. LTD.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"50888","RISPERDAL 1MG / ML","JANSSEN CILAG S.A.","INVIMA 2020M-013435-R2","1999 Aug 29 12:00:00 AM","2020 Jan 21 12:00:00 AM","En tramite renov","50888","5","30","FRASCO DE VIDRIO POR 30 ML CON GOTERO DOSIFICADOR. EN CAJA DE CARTO","Activo","12/13/2010",,"No","ml","N05AX08","RISPERIDONA","ORAL","B","RISPERIDONA","mg","100","CADA 100 ML DE SOLUCIÒN ORAL","SOLUCION ORAL","JANSSEN PHARMACEUTICAN.V.","FABRICANTE","IMPORTAR Y VENDER",
"50888","RISPERDAL 1MG / ML","JANSSEN CILAG S.A.","INVIMA 2020M-013435-R2","1999 Aug 29 12:00:00 AM","2020 Jan 21 12:00:00 AM","En tramite renov","50888","3","30","MUESTRA MÉDICA: FRASCO DE VIDRIO POR 30 ML CON GOTERO DOSIFICADOR. EN CAJA DE CARTON","Inactivo","07/21/2008","12/11/2009","Si","ml","N05AX08","RISPERIDONA","ORAL","B","RISPERIDONA","mg","100","CADA 100 ML DE SOLUCIÒN ORAL","SOLUCION ORAL","JANSSEN CILAG S.A. DE C.V.","FABRICANTE","IMPORTAR Y VENDER",
"19919875","OVALE® CHAMPU","PHARMADERM S.A.","INVIMA 2023M-0000469-R3","2001 Aug 13 12:00:00 AM","2023 Feb 22 12:00:00 AM","En tramite renov","19919875","2","1","FRASCOS PLASTICOS DE PVC RIGIDO CON TAPA DISC-TOP DE POLIPROPILENO CON 100 ML","Inactivo","11/10/2006","09/26/2011","No","U","D01AC08","KETOCONAZOL","TOPICA (EXTERNA)","B","KETOCONAZOL","g","2","100 ML","EMULSION (CHAMPOO)","LABORATORIOS COASPHARMA - SOCIEDAD COASPHARMA S.A.S. (PLANTA RICAURTE)","FABRICANTE","FABRICAR Y VENDER",
"20087585","PEDIAVEX ®","BIOFLUIDOS & FARMA S.A.S.","INVIMA 2021M-0016278-R1","2015 Sep 14 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20087585","1","1","CAJA PLEGADIZA CON UN FRASCO PET AMBAR MAS TAPA BLANCA EN PP POR 120 ML CON JERINGA DOSIFICADORA","Activo","05/06/2015","04/01/2021","No","U","B05XA31","ELECTROLITOS EN COMBINACION CON OTROS F RMACOS","ORAL","B","SULFATO DE ZINC MONOHIDRATO 549 MG EQUIVALENTEA ZINC ELEMENTAL","mg","200","CADA 100 ML DE SOLUCION ORAL CONTIENE","SOLUCION ORAL","QUIBI S.A. EN REESTRUCTURACION","FABRICANTE","FABRICAR Y VENDER",
"20090034","NAPROXENO 250 MG","LABORATORIOS BEST S.A.","INVIMA 2021M-0016595-R1","2015 Nov 19 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20090034","6","10","MUESTRA MEDICASIN DATOCAJA X 10 TABLETAS RECUBIERTAS EN BLISTER PVC TRANSPARENTE/ALUMINIO","Activo","07/03/2015",,"Si","U","M01AE02","NAPROXENO","ORAL","A","NAPROXENO","mg","250","TABLETA","TABLETA RECUBIERTA","BLISTECO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19917302","FLAGYL® 500 MG TABLETAS RECUBIERTAS.","LABORATORIOS BUSSIE S.A","INVIMA 2021M-0000146-R3","2001 May 10 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19917302","7","2","MUESTRA MÉDICA CAJA POR 2 TABLETAS RECUBIERTASSIN DATOEN BLISTER PVC/ALU.","Activo","02/05/2007",,"Si","U","P01AB01","METRONIDAZOL","ORAL","A","METRONIDAZOL","mg","500","TABLETA","TABLETA RECUBIERTA","LABORATORIOS BUSSIE S.A","IMPORTADOR","IMPORTAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","42","80","PLEGADIZA POR OCHENTA (80) TABLETAS QUE CONTIENE DIEZ (10) BLÍSTER EN PVC-ALUMINIO POR OCHO (8) TABLETAS.","Activo","05/27/2024",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","NAPROXENO SODICO EQUIVALENTE A NAPROXENO","mg","220","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20047996","IPCA PANTODEX DR - 40","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","INVIMA 2020M-0015437 R1","2014 Nov 21 12:00:00 AM","2019 Dec 16 12:00:00 AM","En tramite renov","20047996","4","20","CAJA POR 20 TABLETAS EN BLISTER ALU-ALU POR 10 TABLETAS","Activo","10/02/2014",,"No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP","mg","40","CADA TABLETA DE LIBERACION RETARDADA","TABLETA DE LIBERACION RETARDADA","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","IMPORTADOR","IMPORTAR Y VENDER",
"20072221","FLEXIMAX® NAP TABLETA RECUBIERTA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2019M-0015541-R1","2014 Dec 12 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20072221","4","20","CAJA X 20 TABLETAS RECUBIERTAS. EN BLÍSTER ALUMINIO/ALUMINIO X 4 TABLETAS RECUBIERTAS CADA UNO.","Activo","11/21/2014",,"No","U","M03BX51","COMBINACIONES TIOCOLCHICOSIDO","ORAL","A","NAPROXENO SÓDICO EQUIVALENTE A NAPROXENO","mg","250","TABLETA RECUBIERTA","TABLETA CUBIERTA CON PELICULA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20047996","IPCA PANTODEX DR - 40","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","INVIMA 2020M-0015437 R1","2014 Nov 21 12:00:00 AM","2019 Dec 16 12:00:00 AM","En tramite renov","20047996","15","4","MUESTRA MEDICA: CAJA POR 4 TABLETAS EN BLISTER ALU-ALU POR 4 TABLETAS","Activo","10/02/2014",,"Si","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP","mg","40","CADA TABLETA DE LIBERACION RETARDADA","TABLETA DE LIBERACION RETARDADA","IPCA LABORATORIES LIMITED","FABRICANTE","IMPORTAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","12","14","CAJA X 14 CÁPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19949514","TRIFAMOX IBL DUO® SUSPENSIÓN","LABORATORIOS BAGO DE COLOMBIA S.A.S.","INVIMA 2021M-0004127-R2","2005 Feb 03 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19949514","1","1","CAJA CON FRASCO EN PEAD PARA RECONSTITUIR A 20 ML DE SUSPENSION + JERINGA DOSIFICADORA","Inactivo","11/10/2006","09/24/2015","No","U","J01CR02","AMOXICILINA Y BETA-LACTAMASA INHIBIDOR","ORAL","E","AMOXICILINA TRIHIDRATO","g","20","50 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSIÓN ORAL","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","SYNTOFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19953169","LEVOMEPROMAZINA 25MG","PRODUCTORA DE CAPSULAS DE GELATINA S.A.. PROCAPS S.A.","INVIMA 2021M-0005355-R2","2006 Feb 09 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19953169","2","14","CAJA POR 14 TABLETAS EN BLISTER ALUMINIO/ALUMINIO POR 7 TABLETAS","Activo","11/10/2006",,"No","U","N05AA02","LEVOMEPROMAZINA","ORAL","A","LEVOMEPROMAZINA MALEATO 33.91 MG ( EQUIVALENTE A LEVOMEPROMAZINA BASE)","mg","25","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PRODUCTORA DE CAPSULAS DE GELATINA S.A.. PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20063717","MERAVILL®","ANZG LTDA","INVIMA 2014M-0015055","2014 Jun 03 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20063717","6","5","MUESTRA MÉDICA : CAJA X 5 CÁPSULAS EN BLISTER EN PVC-PVDC TRANSPARENTE /ALUMINIO PORSIN DATO5SIN DATOCÁPSULAS.SIN DATOPROTEGIDO CON BOLSA LAMINADA POUCH PROLAM 200.","Activo","05/22/2014","03/06/2024","Si","U","M01AB11","ACEMETACINA","ORAL","A","ACEMETACINA","mg","60","CÁPSULA DURA","CAPSULA DURA","BLISTECO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"1980022","IBUPROFENO TABLETAS RECUBIERTAS X 600 MG","GENFAR S.A","INVIMA 2021M-015017-R3","1999 Jan 01 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","1980022","3","10","CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER PVC / ALUMINIO","Activo","08/26/2009","04/01/2021","No","U","M01AE01","IBUPROFENO","ORAL","A","IBUPROFENO DE COMPRESION DIRECTA DEL 66%909.091 MGEQUIVALENTE A IBUPROFENO","mg","600","TABLETA RECUBIERTA","TABLETA RECUBIERTA","GRANULES INDIA LIMITED","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","16","40","FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD POR 40 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","2","8","BLISTER DE PVC/ALUMINIO POR 4 TABLETAS. EN CAJA POR 8 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
